"ValueID","PerfID","Perf_Value","Report_info_ID","ReportNo","ActiveStatus","CreatedDate"
"28654","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","6844","BMT/6116","",""
"28655","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","6844","BMT/6116","",""
"28656","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","6844","BMT/6116","",""
"28657","2","1,95,75,95,75,0,0,±2,±2,Pass","6844","BMT/6116","",""
"28658","2","2,90,65,90,65,0,0,±2,±2,Pass","6844","BMT/6116","",""
"28659","2","3,80,60,80,60,0,0,±2,±2,Pass","6844","BMT/6116","",""
"28660","3","1,120,80,90,120,81,89,0,1,-1,±5,±5,±5,Pass","6844","BMT/6116","",""
"28661","3","2,150,100,115,151,98,114,1,-2,-1,±5,±5,±5,Pass","6844","BMT/6116","",""
"28662","35","1,-10.6,-10.7,-9.8,-9.9,-10.1,-10.22,-8 ºC to-18 ºC,Pass","6845","BMT/6117","",""
"28663","36","1,7.4,7.3,6.8,6.9,6.7,7.02,2 ºC to8 ºC,Pass","6845","BMT/6117","",""
"28664","58","1,36 °C,36.4,36.5,36.6,36.50,0.50,+-5%,Pass","6845","BMT/6117","",""
"28665","58","2,40 °C,40.3,40.6,40.4,40.43,0.43,+-5%,Pass","6845","BMT/6117","",""
"28666","8","Coagulation,100,100,96.2,-3.8,15,Pass","6846","BMT/6118","",""
"28667","8","Coagulation,75,100,71.2,-3.8,11.25,Pass","6846","BMT/6118","",""
"28668","8","Coagulation,50,100,46.3,-2.7,7.5,Pass","6846","BMT/6118","",""
"28669","8","Coagulation,25,100,22.4,-2.6,3.75,Pass","6846","BMT/6118","",""
"28670","10","Cut,400,500,380.1,-19.9,60,Pass","6846","BMT/6118","",""
"28671","10","Cut,300,500,293.2,-6.8,45,Pass","6846","BMT/6118","",""
"28672","10","Cut,200,500,194.5,-5.5,30,Pass","6846","BMT/6118","",""
"28673","10","Cut,100,500,94.8,-5.2,15,Pass","6846","BMT/6118","",""
"28674","10","Cut,50,500,47.2,-2.8,7.5,Pass","6846","BMT/6118","",""
"28675","10","Coagulation,100,500,94.1,-5.9,15,Pass","6846","BMT/6118","",""
"28676","10","Coagulation,80,500,77.5,-2.5,12,Pass","6846","BMT/6118","",""
"28677","10","Coagulation,50,500,47.1,-2.9,7.5,Pass","6846","BMT/6118","",""
"28678","10","Coagulation,20,500,18.2,-1.8,3,Pass","6846","BMT/6118","",""
"28679","8","Coagulation,100,100,96.8,-3.2,15,Pass","6848","BMT/6120","",""
"28680","8","Coagulation,75,100,72.8,-2.2,11.25,Pass","6848","BMT/6120","",""
"28681","8","Coagulation,50,100,47.9,-2.1,7.5,Pass","6848","BMT/6120","",""
"28682","8","Coagulation,25,100,24.1,-0.9,3.75,Pass","6848","BMT/6120","",""
"28683","8","Coagulation,100,100,96.8,-3.2,15,Pass","6848","BMT/6120","",""
"28684","8","Coagulation,75,100,72.8,-2.2,11.25,Pass","6848","BMT/6120","",""
"28685","8","Coagulation,50,100,47.9,-2.1,7.5,Pass","6848","BMT/6120","",""
"28686","8","Coagulation,25,100,24.1,-0.9,3.75,Pass","6848","BMT/6120","",""
"28687","10","Cut,400,500,381.5,-18.5,60,Pass","6848","BMT/6120","",""
"28688","10","Cut,300,500,285.4,-14.6,45,Pass","6848","BMT/6120","",""
"28689","10","Cut,200,500,189.7,-11.3,30,Pass","6848","BMT/6120","",""
"28690","10","Cut,100,500,93.5,-6.5,15,Pass","6848","BMT/6120","",""
"28691","10","Cut,50,500,45.3,-4.7,7.5,Pass","6848","BMT/6120","",""
"28692","10","Coagulation,100,500,94.1,-5.9,15,Pass","6848","BMT/6120","",""
"28693","10","Coagulation,80,500,77.5,-2.5,12,Pass","6848","BMT/6120","",""
"28694","10","Coagulation,50,500,48.2,-1.8,7.5,Pass","6848","BMT/6120","",""
"28695","10","Coagulation,20,500,18.6,-1.4,3,Pass","6848","BMT/6120","",""
"28696","8","Coagulation,100,100,95.5,-4.5,15,Pass","6850","BMT/6125","",""
"28697","8","Coagulation,75,100,70.9,-4.1,11.25,Pass","6850","BMT/6125","",""
"28698","8","Coagulation,50,100,46.1,-3.9,7.5,Pass","6850","BMT/6125","",""
"28699","8","Coagulation,25,100,24,-1.0,3.75,Pass","6850","BMT/6125","",""
"28700","8","Coagulation,100,100,94.4,-5.6,,Pass","6852","BMT/6124","",""
"28701","8","Coagulation,75,100,70.5,-4.5,,Pass","6852","BMT/6124","",""
"28702","8","Coagulation,50,100,46.3,-3.7,,Pass","6852","BMT/6124","",""
"28703","8","Coagulation,25,100,22.4,-2.6,,Pass","6852","BMT/6124","",""
"28704","8","Coagulation,100,100,95.5,-4.5,15,Pass","6852","BMT/6124","",""
"28705","8","Coagulation,75,100,70.9,-4.1,11.25,Pass","6852","BMT/6124","",""
"28706","8","Coagulation,50,100,46.1,-3.9,7.5,Pass","6852","BMT/6124","",""
"28707","8","Coagulation,25,100,22.4,-2.6,3.75,Pass","6852","BMT/6124","",""
"28708","10","Cut,400,500,381.3,-18.7,60,Pass","6852","BMT/6124","",""
"28709","10","Cut,300,500,285.5,-14.5,45,Pass","6852","BMT/6124","",""
"28710","10","Cut,200,500,189.4,-10.6,30,Pass","6852","BMT/6124","",""
"28711","10","Cut,100,500,93.7,-6.3,15,Pass","6852","BMT/6124","",""
"28712","10","Cut,50,500,46.2,-3.8,7.5,Pass","6852","BMT/6124","",""
"28713","10","Coagulation,100,500,94.6,-5.4,15,Pass","6852","BMT/6124","",""
"28714","10","Coagulation,80,500,75.1,-4.9,12,Pass","6852","BMT/6124","",""
"28715","10","Coagulation,50,500,46.1,-3.9,7.5,Pass","6852","BMT/6124","",""
"28716","10","Coagulation,20,500,17.5,-2.5,3,Pass","6852","BMT/6124","",""
"28717","23","1,200,199,-1,±5%,Pass","6855","BMT/6129","",""
"28718","23","2,150,147,-3,±5%,Pass","6855","BMT/6129","",""
"28719","23","3,100,98,-2,±5%,Pass","6855","BMT/6129","",""
"28720","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","6857","BMT/6131","",""
"28721","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","6857","BMT/6131","",""
"28722","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","6857","BMT/6131","",""
"28723","2","1,95,75,95,75,0,0,±2,±2,Pass","6857","BMT/6131","",""
"28724","2","2,90,65,90,65,0,0,±2,±2,Pass","6857","BMT/6131","",""
"28725","2","3,80,60,80,60,0,0,±2,±2,Pass","6857","BMT/6131","",""
"28726","3","1,120,80,90,123,81,91,3,1,1,±5,±5,±5,Pass","6857","BMT/6131","",""
"28727","3","2,150,100,115,151,99,114,1,-1,-1,±5,±5,±5,Pass","6857","BMT/6131","",""
"28728","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","6858","BMT/6132","",""
"28729","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","6858","BMT/6132","",""
"28730","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","6858","BMT/6132","",""
"28731","2","1,95,75,95,75,0,0,±2,±2,Pass","6858","BMT/6132","",""
"28732","2","2,90,65,90,65,0,0,±2,±2,Pass","6858","BMT/6132","",""
"28733","2","3,80,60,80,60,0,0,±2,±2,Pass","6858","BMT/6132","",""
"28734","3","1,120,80,90,121,82,88,1,2,-2,±5,±5,±5,Pass","6858","BMT/6132","",""
"28735","3","2,150,100,115,148,98,112,-2,-2,-3,±5,±5,±5,Pass","6858","BMT/6132","",""
"28736","8","Coagulation,100,100,96.1,-3.9,15,Pass","6860","BMT/6134","",""
"28737","8","Coagulation,75,100,71.2,-3.8,11.25,Pass","6860","BMT/6134","",""
"28738","8","Coagulation,50,100,47.9,-2.1,7.5,Pass","6860","BMT/6134","",""
"28739","8","Coagulation,25,100,23.0,-2.1,3.75,Pass","6860","BMT/6134","",""
"28740","10","Cut,400,500,382.4,-17.6,60,Pass","6860","BMT/6134","",""
"28741","10","Cut,300,500,286.9,-13.1,45,Pass","6860","BMT/6134","",""
"28742","10","Cut,200,500,188.5,-11.5,30,Pass","6860","BMT/6134","",""
"28743","10","Cut,100,500,93.5,-6.5,15,Pass","6860","BMT/6134","",""
"28744","10","Cut,50,500,45.3,-4.7,7.5,Pass","6860","BMT/6134","",""
"28745","10","Coagulation,100,500,96.9,-3.1,15,Pass","6860","BMT/6134","",""
"28746","10","Coagulation,80,500,75.1,-4.9,12,Pass","6860","BMT/6134","",""
"28747","10","Coagulation,50,500,48.2,-1.8,7.5,Pass","6860","BMT/6134","",""
"28748","10","Coagulation,20,500,18.6,-1.4,3,Pass","6860","BMT/6134","",""
"28749","10","Cut,400,500,382.4,-17.6,60,Pass","6860","BMT/6134","",""
"28750","10","Cut,300,500,286.9,-13.1,45,Pass","6860","BMT/6134","",""
"28751","10","Cut,200,500,188.5,-11.5,30,Pass","6860","BMT/6134","",""
"28752","10","Cut,100,500,93.5,-6.5,15,Pass","6860","BMT/6134","",""
"28753","10","Cut,50,500,45.3,-4.7,7.5,Pass","6860","BMT/6134","",""
"28754","10","Coagulation,100,500,96.9,-3.1,15,Pass","6860","BMT/6134","",""
"28755","10","Coagulation,80,500,75.1,-4.9,12,Pass","6860","BMT/6134","",""
"28756","10","Coagulation,50,500,48.2,-1.8,7.5,Pass","6860","BMT/6134","",""
"28757","10","Coagulation,20,500,18.6,-1.4,3,Pass","6860","BMT/6134","",""
"28758","10","Cut,400,500,382.4,-17.6,60,Pass","6860","BMT/6134","",""
"28759","10","Cut,300,500,286.9,-13.1,45,Pass","6860","BMT/6134","",""
"28760","10","Cut,200,500,188.5,-11.5,30,Pass","6860","BMT/6134","",""
"28761","10","Cut,100,500,93.5,-6.5,15,Pass","6860","BMT/6134","",""
"28762","10","Cut,50,500,45.3,-4.7,7.5,Pass","6860","BMT/6134","",""
"28763","10","Coagulation,100,500,96.9,-3.1,15,Pass","6860","BMT/6134","",""
"28764","10","Coagulation,80,500,75.1,-4.9,12,Pass","6860","BMT/6134","",""
"28765","10","Coagulation,50,500,48.2,-1.8,7.5,Pass","6860","BMT/6134","",""
"28766","10","Coagulation,20,500,18.6,-1.4,3,Pass","6860","BMT/6134","",""
"28767","8","Coagulation,100,100,96.3,-3.7,15,Pass","6861","BMT/6135","",""
"28768","8","Coagulation,75,100,71.8,-3.2,11.25,Pass","6861","BMT/6135","",""
"28769","8","Coagulation,50,100,47.7,-2.3,7.5,Pass","6861","BMT/6135","",""
"28770","8","Coagulation,25,100,24.1,-0.9,3.75,Pass","6861","BMT/6135","",""
"28771","10","Cut,400,500,380.7,-19.3,60,Pass","6861","BMT/6135","",""
"28772","10","Cut,300,500,285.5,-14.5,45,Pass","6861","BMT/6135","",""
"28773","10","Cut,200,500,189.4,-10.6,30,Pass","6861","BMT/6135","",""
"28774","10","Cut,100,500,94.2,-5.8,15,Pass","6861","BMT/6135","",""
"28775","10","Cut,50,500,45.3,-4.7,7.5,Pass","6861","BMT/6135","",""
"28776","10","Coagulation,100,500,93.2,-6.8,15,Pass","6861","BMT/6135","",""
"28777","10","Coagulation,80,500,74.9,-5.1,12,Pass","6861","BMT/6135","",""
"28778","10","Coagulation,50,500,46.2,-3.8,7.5,Pass","6861","BMT/6135","",""
"28779","10","Coagulation,20,500,17.4,-2.6,3,Pass","6861","BMT/6135","",""
"28780","19","1,35.0,35.2,35.3,0.2,0.3,± 0.5ºC,Pass","6862","BMT/6136","",""
"28781","19","2,36.0,36.2,36.2,0.2,0.3,± 0.5ºC,Pass","6862","BMT/6136","",""
"28782","46","1,250,252.2,251.7,250.4,251.4,252.3,251.6,1.6,±5 mmHg,Pass","6865","BMT/6139","",""
"28783","46","2,300,301.4,301.5,300.6,302.5,302.8,301.76,1.76,±5 mmHg,Pass","6865","BMT/6139","",""
"28784","46","3,350,352.4,352.7,351.8,351.4,351.3,351.92,1.92,±5 mmHg,Pass","6865","BMT/6139","",""
"28785","46","1,100,251.6,251.9,251.8,250.8,250.9,251.4,1.4,±5 mmHg,Pass","6866","BMT/6140","",""
"28786","46","2,200,301.7,302.3,301.5,301.7,301.2,301.68,1.68,±5 mmHg,Pass","6866","BMT/6140","",""
"28787","46","3,300,350.3,350.8,350.8,350.1,350.6,350.36,0.36,±5 mmHg,Pass","6866","BMT/6140","",""
"28788","7","1,8,8.2,0.2,+/- 5%,Pass","6867","BMT/6141","",""
"28789","7","2,6,6.2,0.2,+/- 5%,Pass","6867","BMT/6141","",""
"28790","7","3,5,5.0,0.0,+/- 5%,Pass","6867","BMT/6141","",""
"28791","39","1,400,374,-26,+/- 10%,Pass","6867","BMT/6141","",""
"28792","39","2,250,230,-20,+/- 10%,Pass","6867","BMT/6141","",""
"28793","40","1,5,5,0,+/- 5%,Pass","6867","BMT/6141","",""
"28794","40","2,2,2,0,+/- 5%,Pass","6867","BMT/6141","",""
"28795","5","1,-40,-43.5,-3.5,+/-10%,Pass","6869","BMT/6144","",""
"28796","5","2,-400,-407.2,-7.2,+/-10%,Pass","6869","BMT/6144","",""
"28797","5","3,-200,-206.4,-6.4,+/-10%,Pass","6869","BMT/6144","",""
"28798","5","1,-40,-42.5,-2.5,+/-10%,Pass","6871","BMT/6146","",""
"28799","5","2,-400,-406.9,-6.9,+/-10%,Pass","6871","BMT/6146","",""
"28800","5","3,-200,-205.7,-5.7,+/-10%,Pass","6871","BMT/6146","",""
"28801","5","1,-40,-41.8,-1.8,+/-10%,Pass","6872","BMT/6147","",""
"28802","5","2,-400,-405.8,-5.8,+/-10%,Pass","6872","BMT/6147","",""
"28803","5","3,-200,-203.4,-3.4,+/-10%,Pass","6872","BMT/6147","",""
"28804","5","1,-40,-43.8,-3.8,+/-10%,Pass","6873","BMT/6148","",""
"28805","5","2,-400,-407.4,-7.4,+/-10%,Pass","6873","BMT/6148","",""
"28806","5","3,-200,-205.6,-5.6,+/-10%,Pass","6873","BMT/6148","",""
"28807","23","1,200,198,-2,±5%,Pass","6875","BMT/6150","",""
"28808","23","2,150,149,-1,±5%,Pass","6875","BMT/6150","",""
"28809","23","3,100,99,-1,±5%,Pass","6875","BMT/6150","",""
"28810","8","Coagulation,100,100,94.2,-5.8,15,Pass","6876","BMT/6151","",""
"28811","8","Coagulation,75,100,70.2,-4.8,11.25,Pass","6876","BMT/6151","",""
"28812","8","Coagulation,50,100,47.3,-2.7,7.5,Pass","6876","BMT/6151","",""
"28813","8","Coagulation,25,100,23.9,-1.1,3.75,Pass","6876","BMT/6151","",""
"28814","10","Cut,400,500,380.5,-19.5,60,Pass","6876","BMT/6151","",""
"28815","10","Cut,300,500,283.7,-16.3,45,Pass","6876","BMT/6151","",""
"28816","10","Cut,200,500,189.1,-10.9,30,Pass","6876","BMT/6151","",""
"28817","10","Cut,100,500,94.8,-5.2,15,Pass","6876","BMT/6151","",""
"28818","10","Cut,50,500,46.2,-3.8,7.5,Pass","6876","BMT/6151","",""
"28819","10","Coagulation,100,500,95.2,-4.8,15,Pass","6876","BMT/6151","",""
"28820","10","Coagulation,80,500,75.1,-4.9,12,Pass","6876","BMT/6151","",""
"28821","10","Coagulation,50,500,47.1,-2.9,7.5,Pass","6876","BMT/6151","",""
"28822","10","Coagulation,20,500,18.2,-1.8,3,Pass","6876","BMT/6151","",""
"28823","8","Coagulation,100,100,98.2,-1.8,15,Pass","6877","BMT/6152","",""
"28824","8","Coagulation,75,100,73.6,-1.4,11.25,Pass","6877","BMT/6152","",""
"28825","8","Coagulation,50,100,48.6,-1.4,7.5,Pass","6877","BMT/6152","",""
"28826","8","Coagulation,25,100,24,-1.0,3.75,Pass","6877","BMT/6152","",""
"28827","10","Cut,400,500,381.5,-18.5,60,Pass","6877","BMT/6152","",""
"28828","10","Cut,300,500,285.4,-14.6,45,Pass","6877","BMT/6152","",""
"28829","10","Cut,200,500,188.5,-11.5,30,Pass","6877","BMT/6152","",""
"28830","10","Cut,100,500,94.2,-5.8,15,Pass","6877","BMT/6152","",""
"28831","10","Cut,50,500,46.2,-3.8,7.5,Pass","6877","BMT/6152","",""
"28832","10","Coagulation,100,500,95.2,-4.8,15,Pass","6877","BMT/6152","",""
"28833","10","Coagulation,80,500,76.4,-3.6,12,Pass","6877","BMT/6152","",""
"28834","10","Coagulation,50,500,46.9,-3.1,7.5,Pass","6877","BMT/6152","",""
"28835","10","Coagulation,20,500,18.2,-1.8,3,Pass","6877","BMT/6152","",""
"28836","7","1,8,8.1,0.1,+/- 5%,Pass","6878","BMT/6154","",""
"28837","7","2,6,6.1,0.1,+/- 5%,Pass","6878","BMT/6154","",""
"28838","7","3,5,5.0,0.0,+/- 5%,Pass","6878","BMT/6154","",""
"28839","7","1,8,8.2,0.2,+/- 5%,Pass","6880","BMT/6157","",""
"28840","7","2,6,6.2,0.2,+/- 5%,Pass","6880","BMT/6157","",""
"28841","7","3,5,5.2,0.2,+/- 5%,Pass","6880","BMT/6157","",""
"28842","39","1,400,364,-36,+/- 10%,Pass","6880","BMT/6157","",""
"28843","39","2,250,226,-24,+/- 10%,Pass","6880","BMT/6157","",""
"28844","40","1,5,5,0,+/- 5%,Pass","6880","BMT/6157","",""
"28845","40","2,2,2,0,+/- 5%,Pass","6880","BMT/6157","",""
"28846","46","1,250,250.4,250.6,251.8,251.2,251.3,251.06,1.06,±5 mmHg,Pass","6881","BMT/6158","",""
"28847","46","2,300,300.5,300.7,300.5,300.4,300.2,300.46,0.46,±5 mmHg,Pass","6881","BMT/6158","",""
"28848","46","3,350,350.1,350.6,350.8,350.2,350.7,350.48,0.48,±5 mmHg,Pass","6881","BMT/6158","",""
"28849","7","1,8,8.2,0.2,+/- 5%,Pass","6882","BMT/6159","",""
"28850","7","2,6,6.0,0.0,+/- 5%,Pass","6882","BMT/6159","",""
"28851","7","3,5,5.0,0.0,+/- 5%,Pass","6882","BMT/6159","",""
"28852","7","1,8,8.2,0.2,+/- 5%,Pass","6883","BMT/6160","",""
"28853","7","2,6,6.1,0.1,+/- 5%,Pass","6883","BMT/6160","",""
"28854","7","3,5,5.0,0.0,+/- 5%,Pass","6883","BMT/6160","",""
"28855","39","1,400,369,-31,+/- 10%,Pass","6883","BMT/6160","",""
"28856","39","2,250,222,-28,+/- 10%,Pass","6883","BMT/6160","",""
"28857","40","1,5,5,0,+/- 5%,Pass","6883","BMT/6160","",""
"28858","40","2,2,2,0,+/- 5%,Pass","6883","BMT/6160","",""
"28859","23","1,200,200,0,±5%,Pass","6884","BMT/6161","",""
"28860","23","2,150,149,-1,±5%,Pass","6884","BMT/6161","",""
"28861","23","3,100,99,-1,±5%,Pass","6884","BMT/6161","",""
"28862","7","1,8,8.0,0.0,+/- 5%,Pass","6885","BMT/6162","",""
"28863","7","2,6,6.0,0.0,+/- 5%,Pass","6885","BMT/6162","",""
"28864","7","3,5,5.0,0.0,+/- 5%,Pass","6885","BMT/6162","",""
"28865","39","1,400,375,-25,+/- 10%,Pass","6885","BMT/6162","",""
"28866","39","2,250,231,-19,+/- 10%,Pass","6885","BMT/6162","",""
"28867","40","1,5,5,0,+/- 5%,Pass","6885","BMT/6162","",""
"28868","40","2,2,2,0,+/- 5%,Pass","6885","BMT/6162","",""
"28869","46","1,250,251.6,251.8,252.6,252.8,252.7,252.30,2.30,±5 mmHg,Pass","6890","BMT/6167","",""
"28870","46","2,300,300.8,301.5,301.9,301.8,302.4,301.68,1.68,±5 mmHg,Pass","6890","BMT/6167","",""
"28871","46","3,350,354.1,352.2,352.8,352.3,352.3,352.74,2.74,±5 mmHg,Pass","6890","BMT/6167","",""
"28872","8","Coagulation,100,100,94.5,-5.6,15,Pass","6891","BMT/6168","",""
"28873","8","Coagulation,75,100,70.1,-4.9,11.25,Pass","6891","BMT/6168","",""
"28874","8","Coagulation,50,100,46.3,-3.7,7.5,Pass","6891","BMT/6168","",""
"28875","8","Coagulation,25,100,22.9,-2.1,3.75,Pass","6891","BMT/6168","",""
"28876","10","Cut,400,500,379.4,-20.6,60,Pass","6891","BMT/6168","",""
"28877","10","Cut,300,500,286.4,-13.6,45,Pass","6891","BMT/6168","",""
"28878","10","Cut,200,500,189.1,-10.9,30,Pass","6891","BMT/6168","",""
"28879","10","Cut,100,500,92.6,-7.4,15,Pass","6891","BMT/6168","",""
"28880","10",",,,,,,","6891","BMT/6168","",""
"28881","10","Coagulation,100,500,82.6,-7.4,15,Pass","6891","BMT/6168","",""
"28882","10","Coagulation,80,500,75.2,-4.8,12,Pass","6891","BMT/6168","",""
"28883","10","Coagulation,50,500,46.8,-3.2,7.5,Pass","6891","BMT/6168","",""
"28884","10",",,,,,,","6891","BMT/6168","",""
"28885","7","1,8,8.2,0.2,+/- 5%,Pass","6892","BMT/6169","",""
"28886","7","2,6,6.2,0.2,+/- 5%,Pass","6892","BMT/6169","",""
"28887","7","3,5,5.1,0.1,+/- 5%,Pass","6892","BMT/6169","",""
"28888","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","6893","BMT/6171","",""
"28889","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","6893","BMT/6171","",""
"28890","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","6893","BMT/6171","",""
"28891","2","1,95,75,95,75,0,0,±2,±2,Pass","6893","BMT/6171","",""
"28892","2","2,90,65,90,65,0,0,±2,±2,Pass","6893","BMT/6171","",""
"28893","2","3,80,60,80,60,0,0,±2,±2,Pass","6893","BMT/6171","",""
"28894","3","1,120,80,90,123,81,91,3,1,1,±5,±5,±5,Pass","6893","BMT/6171","",""
"28895","3","2,150,100,115,151,101,113,1,1,-2,±5,±5,±5,Pass","6893","BMT/6171","",""
"28896","23","1,200,199,-1,±5%,Pass","6894","BMT/6172","",""
"28897","23","2,150,149,-1,±5%,Pass","6894","BMT/6172","",""
"28898","23","3,100,98,-2,±5%,Pass","6894","BMT/6172","",""
"28899","23","1,200,199,-1,±5%,Pass","6894","BMT/6172","",""
"28900","23","2,150,149,-1,±5%,Pass","6894","BMT/6172","",""
"28901","23","3,100,98,-2,±5%,Pass","6894","BMT/6172","",""
"28902","23","1,200,198,-2,±5%,Pass","6895","BMT/6173","",""
"28903","23","2,150,148,-2,±5%,Pass","6895","BMT/6173","",""
"28904","23","3,100,99,-1,±5%,Pass","6895","BMT/6173","",""
"28905","21","1,Heart Rate,60,60,0,Between 57 bpm and 63bpm,Pass","6896","BMT/6174","",""
"28906","21","2,Heart Rate,120,120,0,Between 114 bpm and 126 bpm,Pass","6896","BMT/6174","",""
"28907","22","1,Amplitude,1mv,sensitivity at 20mm/mV,19.6,For an amplitude setting of 1mv and sensitivity of 20mm/mV,peak height should be between 19 mm and 21 mm,Pass","6896","BMT/6174","",""
"28916","14","1,1.4 kg/cm2,1.4 kg/cm2,1.4 kg/cm2,±5%,PASS","6899","BMT/6177","",""
"28917","17","1,121,121.1,121.8,121.9,122.8,122.9,122.1,1.1,± 3 ºC,Pass","6899","BMT/6177","",""
"28918","17",",,,,,,,,,,","6899","BMT/6177","",""
"28919","17",",,,,,,,,,,","6899","BMT/6177","",""
"28920","14","1,1.4 kg/cm2,1.4 kg/cm2,1.4 kg/cm2,±5%,PASS","6897","BMT/6175","",""
"28924","17","1,121,121.5,121.8,121.9,122.1,122.4,121.94,0.94,± 3 ºC,Pass","6897","BMT/6175","",""
"28925","17",",,,,,,,,,,","6897","BMT/6175","",""
"28926","17",",,,,,,,,,,","6897","BMT/6175","",""
"28927","14","1,1.4 kg/cm2,1.4 kg/cm2,1.4 kg/cm2,±5%,PASS","6898","BMT/6176","",""
"28928","17","1,121,121.6,121.7,121.7,121.8,121.9,121.74,0.74,± 3 ºC,Pass","6898","BMT/6176","",""
"28929","17",",,,,,,,,,,","6898","BMT/6176","",""
"28930","17",",,,,,,,,,,","6898","BMT/6176","",""
"28931","5","1,-600,-595,-5,+/-10%,Pass","6900","BMT/6178","",""
"28932","5",",,,,,","6900","BMT/6178","",""
"28933","5",",,,,,","6900","BMT/6178","",""
"28934","44","1,45,45,45.2,45.5,45.6,45.8,45.9,45.6,0.6,± 5 ºC,Pass","6900","BMT/6178","",""
"28935","55","1,60 psi,60 psi,57-60 psi,+/- 5%,Pass","6902","BMT/6180","",""
"28936","55","1,60 psi,60 psi,57-60 psi,+/- 5%,Pass","6903","BMT/6181","",""
"28937","55","1,60 psi,59 psi,57-60 psi,+/- 5%,Pass","6904","BMT/6182","",""
"28938","5","1,200,-205.9,-5.9,+/-10%,Pass","6905","BMT/6183","",""
"28939","5","2,400,-406.9,-6.9,+/-10%,Pass","6905","BMT/6183","",""
"28940","5","3,600,-608.7,-8.7,+/-10%,Pass","6905","BMT/6183","",""
"28941","5","1,-200,-202.6,-2.6,+/-10%,Pass","6906","BMT/6184","",""
"28942","5","2,-400,-405.3,-5.3,+/-10%,Pass","6906","BMT/6184","",""
"28943","5","3,-600,-607.6,-7.6,+/-10%,Pass","6906","BMT/6184","",""
"28944","55","1,60 psi,60 psi,57-60 psi,+/- 5%,Pass","6908","BMT/6186","",""
"28945","55","1,60 psi,60 psi,57-60 psi,+/- 5%,Pass","6909","BMT/6185","",""
"28946","23","1,200,198,-2,±5%,Pass","6911","BMT/6189","",""
"28947","23","2,150,150,0,±5%,Pass","6911","BMT/6189","",""
"28948","23","3,100,100,0,±5%,Pass","6911","BMT/6189","",""
"28949","19","1,35.0,35.2,35.2,0.2,0.2,± 0.5ºC,Pass","6915","BMT/6193","",""
"28950","19","2,36.0,36.2,36.2,0.2,0.2,± 0.5ºC,Pass","6915","BMT/6193","",""
"28951","19","1,35.0,35.4,35.3,0.4,0.3,± 0.5ºC,Pass","6916","BMT/6194","",""
"28952","19","2,36.0,36.3,36.3,0.3,0.3,± 0.5ºC,Pass","6916","BMT/6194","",""
"28953","19","1,35.0,35.4,35.2,0.4,0.2,± 0.5ºC,Pass","6917","BMT/6195","",""
"28954","19","2,36.0,36.2,36.3,0.2,0.3,± 0.5ºC,Pass","6917","BMT/6195","",""
"28955","19","1,35.0,35.3,35.3,0.3,0.3,± 0.5ºC,Pass","6918","BMT/6196","",""
"28956","19","2,36.0,36.4,36.4,0.4,0.4,± 0.5ºC,Pass","6918","BMT/6196","",""
"28957","19","1,35.0,35.2,35.3,0.2,0.3,± 0.5ºC,Pass","6919","BMT/6197","",""
"28958","19","2,36.0,36.3,36.3,0.3,0.3,± 0.5ºC,Pass","6919","BMT/6197","",""
"28959","19","1,35.0,35.2,35.3,0.2,0.3,± 0.5ºC,Pass","6920","BMT/6198","",""
"28960","19","2,36.0,36.2,36.3,0.2,0.3,± 0.5ºC,Pass","6920","BMT/6198","",""
"28961","19","1,35.0,35.1,35.2,0.1,0.2,± 0.5ºC,Pass","6921","BMT/6199","",""
"28962","19","2,36.0,36.2,36.3,0.2,0.3,± 0.5ºC,Pass","6921","BMT/6199","",""
"28963","19","1,35.0,35.2,35.1,0.2,0.1,± 0.5ºC,Pass","6922","BMT/6200","",""
"28964","19","2,36.0,36.2,36.2,0.2,0.2,± 0.5ºC,Pass","6922","BMT/6200","",""
"28965","19","1,35.0,35.4,35.3,0.4,0.3,± 0.5ºC,Pass","6923","BMT/6201","",""
"28966","19","2,36.0,36.3,36.2,0.3,0.2,± 0.5ºC,Pass","6923","BMT/6201","",""
"28967","29","1,29200,39500,45900,20000 – 160000,Pass","6839","BMT/6111","",""
"28968","29","1,28300,34600,47800,20000 – 160000,Pass","6843","BMT/6115","",""
"28969","29","1,30300,41500,52600,20000 – 160000,Pass","6932","BMT/6128","",""
"28970","29","1,30100,39400,49800,20000 – 160000,Pass","6933","BMT/6143","",""
"28971","29","1,28400,35900,45200,20000 – 160000,Pass","6934","BMT/6155","",""
"28972","29","1,27800,36400,44900,20000 – 160000,Pass","6935","BMT/6170","",""
