"DUT_ID","Report_info_ID","Serial_No","Biomedical_ID","Location","Condition_of_item","ElectricalSafety","Performance","ActiveStatus","CreatedDate"
"8885","8907","NA","NICU/RHW/K19","NICU","No Visible Damage","True","True","",""
"8886","8908","R3174PAF101729B","NICU/REF/K61","NICU","No Visible Damage","True","True","",""
"8887","8909","12120809","NICU/DT/K74","NICU","No Visible Damage","True","True","",""
"8888","8910","1010010","NICU/SP/K55","NICU","No Visible Damage","True","True","",""
"8889","8911","MH4955","NICU/SP/K85","NICU","No Visible Damage","True","True","",""
"8890","8912","RHW/2104B/0613/03","NICU/RHW/K1","NICU","No Visible Damage","True","True","",""
"8891","8913","TX05130389","NICU/SP/K59","NICU","No Visible Damage","True","True","",""
"8892","8914","NA","NICU/SP/K58","NICU","No Visible Damage","True","True","",""
"8893","8915","RHW/2104B/0613/08","NICU/RHW/K14","NICU","No Visible Damage","True","True","",""
"8894","8916","NA","NICU/RHW/K16","NICU","No Visible Damage","True","True","",""
"8895","8917","384135","VNH/WM/19","IInd FLOOR NEW BLOCK","No Visible Damage","False","True","",""
"8896","8918","25580","VNH/WM/20","IIIrd FLOOR NEW BLOCK","No Visible Damage","False","True","",""
"8897","8919","46279","VNH/WM/21","SPARE AT STORE","No Visible Damage","False","True","",""
"8898","8920","NA","VNH/WM/22","SPARE AT STORE","No Visible Damage","False","True","",""
"8899","8921","RHW/004B/0509/08","NICU/RHW/K13","NICU","No Visible Damage","True","True","",""
"8900","8922","PT4001/0413/12","NICU/PY/K31","NICU","No Visible Damage","True","False","",""
"8901","8923","PT4001/0415/06","NICU/PY/K31","NICU","No Visible Damage","True","False","",""
"8902","8924","RHW2104B/0613/04","NICU/RHW/K11","NICU","No Visible Damage","True","True","",""
"8903","8925","RHW/2104B/0613/09","NICU/RHW/K2","NICU","No Visible Damage","True","True","",""
"8904","8926","PT40010413/13","NICU/PY/K28","NICU","No Visible Damage","True","False","",""
"8905","8927","NA","NICU/RHW/K7","NICU","No Visible Damage","True","True","",""
"8906","8928","PT4001/0613/47","NICU/PY/K27","NICU","No Visible Damage","True","False","",""
"8907","8929","NA","NICU/RHW/21","NICU","No Visible Damage","True","True","",""
"8908","8930","NA","NICU/RHW/23","NICU","No Visible Damage","True","True","",""
"8909","8931","13140209","NA","NICU","No Visible Damage","False","True","",""
"8910","8932","H15BF1110","NA","NICU","No Visible Damage","True","True","",""
"8911","8933","NA","NICU/BSM/K63","NICU","No Visible Damage","True","True","",""
"8912","8934","500P8485","NICU/BSM/K62","NICU","No Visible Damage","True","True","",""
"8913","8935","500P8551","NICU/BSM/K66","NICU","No Visible Damage","True","True","",""
"8914","8936","NA","NICU/BSM/K65","NICU","No Visible Damage","True","True","",""
"8915","8937","500P8488","NICU/BSM/K64","NICU","No Visible Damage","True","True","",""
"8916","8938","H98562","NICU/IP/K49","NICU","No Visible Damage","True","True","",""
"8917","8939","FL9037996","NICU/IP/K48","NICU","No Visible Damage","True","True","",""
"8918","8940","H98600","NICU/IP/K46","NICU","No Visible Damage","True","True","",""
"8919","8941","HL78607","NICU/IP/K55","NICU","No Visible Damage","True","True","",""
"8920","8942","NA","NICU/IP/K47","NICU","No Visible Damage","True","True","",""
"8921","8943","H98563","NICU/IP/K50","NICU","No Visible Damage","True","True","",""
"8922","8944","1202","NICU/RHW/K4","NICU","No Visible Damage","True","True","",""
"8923","8945","MBB1405112","NICU/BSM/K83","NICU","No Visible Damage","True","True","",""
"8924","8946","NA","NA","IP PHARMACY","No Visible Damage","False","True","",""
"8925","8947","H98563","NICU/IP/K52","NICU","No Visible Damage","True","True","",""
"8926","8948","HL73605","NICU/IP/K56","NICU","No Visible Damage","True","True","",""
"8927","8949","RHW/2104B/0613/07","NICU/RHW/K18","NICU","No Visible Damage","True","True","",""
"8928","8950","4712-1396","ENDO/ER/L1","ENDOCRINOLOGY","No Visible Damage","True","False","",""
"8929","8951","20440","ENDO/CFUG/L5","ENDOCRINOLOGY","No Visible Damage","False","True","",""
"8930","8952","2369","ENDO/RS/13","ENDOCRINOLOGY","No Visible Damage","True","False","",""
"8931","8953","NA","ENDO/MCFCG/L6","ENDOCRINOLOGY","No Visible Damage","False","True","",""
"8932","8954","HL73608","NICU/IP/53","NICU","No Visible Damage","True","True","",""
"8933","8955","MBB1405096","NICU/BM/K84","NICU","No Visible Damage","True","True","",""
"8934","8956","RHW/2104B/0613/11","NICU/RHW/K12","NICU","No Visible Damage","True","True","",""
"8935","8957","20334","ENDO/CFUG/L4","ENDOCRINOLOGY","No Visible Damage","False","True","",""
"8936","8958","NA","ENDO/REF/L8","ENDOCRINOLOGY","No Visible Damage","False","True","",""
"8937","8959","HL73606S","NICU/IP/K54","NICU","No Visible Damage","True","True","",""
"8938","8960","NA","ENDO/REF/L7","ENDOCRINOLOGY","No Visible Damage","False","True","",""
"8939","8961","NA","EMH/WM-24/OP 88-01","OP-88","No Visible Damage","False","True","",""
"8940","8962","RHW2104B/0613/10","NICU/RHW/K10","NICU","Damage","True","True","",""
"8941","8963","NA","EMH/BP-56/OP 88-01","OP-88","No Visible Damage","False","True","",""
"8942","8964","1010030220EU","NICU/SP/K54","NICU","Damage","True","True","",""
"8943","8965","NA","NICU/RHW/K3","NICU","No Visible Damage","True","True","",""
"8944","8966","NA","NICU/PY/K26","NICU","No Visible Damage","True","False","",""
"8945","8967","PT4001/0613/10","NICU/PY/K25","NICU","No Visible Damage","True","False","",""
"8946","8968","PT4001/0613/46","NICU/PY/K30","NICU","No Visible Damage","True","False","",""
"8947","8969","NA","NICU/PY/K76","NICU","No Visible Damage","True","False","",""
"8948","8970","30148","NICU/VENT/K36","NICU","No Visible Damage","False","True","",""
"8949","8971","ASDA0061","NICU/VENT/K34","NICU","No Visible Damage","True","True","",""
"8950","8972","ARYM-0162","NICU/VENT/K35","NICU","No Visible Damage","True","True","",""
"8951","8973","LBLPW20276921-601","CCU/ECG/Z21","CCU","No Visible Damage","True","True","",""
"8952","8974","NA","CCU/DEFIB/Z18","CCU","No Visible Damage","True","True","",""
"8953","8975","SGF133889491WA","CCU/MPM/Z14","CCU","No Visible Damage","True","True","",""
"8954","8976","SGF13388949WA","CCU/MPM/Z3","CCU","No Visible Damage","True","True","",""
"8955","8977","ASFA-0061","CCU/VENT/Z19","CCU","No Visible Damage","True","True","",""
"8956","8978","SGF13388938WA","CCU/MPM/Z1","CCU","No Visible Damage","True","True","",""
"8957","8979","TX10130627","CCU/SP/Z2","CCU","No Visible Damage","True","True","",""
"8958","8980","SGF13388942WA","CCU/MPM/Z2","CCU","No Visible Damage","True","True","",""
"8959","8981","TX10130623","CCU/SP/Z14","CCU","No Visible Damage","True","True","",""
"8960","8982","TX10130636","CLAB/SP/X1","CATHLAB","No Visible Damage","True","True","",""
"8961","8983","TX10130619","CCU/SP/Z12","CCU","No Visible Damage","True","True","",""
"8962","8984","NA","CCU/REF/Z33","CCU","No Visible Damage","False","True","",""
"8963","8985","NA","NA","CCU","No Visible Damage","False","True","",""
"8964","8986","NA","CCU/FTP/Z23","CCU","No Visible Damage","False","True","",""
"8965","8987","NA","CCU/FTP/Z23","CCU","No Visible Damage","False","True","",""
"8966","8988","201307001820F","CCU/NEB/Z25","CCU","No Visible Damage","False","True","",""
"8967","8989","NA","LAB/CFUG/D5","LAB","No Visible Damage","False","True","",""
"8968","8990","09961644","LAB/CA/D11","LAB","No Visible Damage","True","False","",""
"8969","8991","09097337","LAB/EA/D6","LAB","No Visible Damage","True","False","",""
"8970","8992","15360","LAB/WB/D14","LAB","No Visible Damage","False","True","",""
"8971","8993","NA","LAB/REF/D8","LAB","No Visible Damage","False","True","",""
"8972","8994","NA","LAB/DT/17","LAB","No Visible Damage","False","True","",""
"8973","8995","NA","LAB/REF/D7","LAB","No Visible Damage","False","True","",""
"8974","8996","NA","LAB/FAA/D1","LAB","No Visible Damage","True","False","",""
"8975","8997","NA","LAB/FAA/F8","LAB","No Visible Damage","True","False","",""
"8976","8998","NA","IUI/MSCPE/L4","IUI LAB","No Visible Damage","True","False","",""
"8977","8999","WR47015470","NA","LAB","No Visible Damage","True","False","",""
"8978","9000","NA","IVFOT/REF/L3","IVF OT","No Visible Damage","False","True","",""
"8979","9001","B51673","LAB/TA/D10","LAB","No Visible Damage","True","False","",""
"8980","9002","20462","IUI/CFUG/L3","IUI LAB","No Visible Damage","False","True","",""
"8981","9003","NA","LAB/HA/D2","LAB","No Visible Damage","True","False","",""
"8982","9004","5102279","IUI/CO2INC/L2","IUI LAB","No Visible Damage","False","True","",""
"8983","9005","NA","IUI/LAC/L5","IUI LAB","No Visible Damage","True","False","",""
"8984","9006","20333","LAB/CFUG/D6","LAB","No Visible Damage","False","True","",""
"8985","9007","NA","LAB/MSCOP/D9","LAB","No Visible Damage","True","False","",""
"8986","9008","NA","LAB/HAO/D9","LAB","No Visible Damage","False","True","",""
"8987","9009","071115232","MLAB/INCU/A1","MICROBIOLOGY","No Visible Damage","False","True","",""
"8988","9010","07115232","MLAB/MSCPE/A4","MICROBIOLOGY","No Visible Damage","True","False","",""
"8989","9011","NA","MLAB/LF/A2","MICROBIOLOGY","No Visible Damage","True","False","",""
"8990","9012","NA","NA","MICROBIOLOGY","No Visible Damage","False","True","",""
"8991","9013","06216","MLAB/CFUG/A3","MICROBIOLOGY","No Visible Damage","False","True","",""
"8992","9014","NA","MLAB/REF/A10","MICROBIOLOGY","No Visible Damage","False","True","",""
"8993","9015","13140120","NA","MICROBIOLOGY","No Visible Damage","False","True","",""
"8994","9016","01167","MLAB/INCU/A8","MICROBIOLOGY","No Visible Damage","False","True","",""
"8995","9017","0436","MLAB/HAO/A7","MICROBIOLOGY","No Visible Damage","False","True","",""
"8996","9018","STIC20120102650","MLAB/IC/A9","MICROBIOLOGY","No Visible Damage","True","False","",""
"8997","9019","4397","GLAB/HAO/L1","GENERAL WARD","No Visible Damage","False","True","",""
"8998","9020","NA","MLAB/EWM/A5","MICROBIOLOGY","No Visible Damage","False","True","",""
"8999","9021","NA","GLAB/REF/L6","GENERAL WARD","No Visible Damage","False","True","",""
"9000","9022","984","BB/INCU/J12","BLOOD BANK","No Visible Damage","False","True","",""
"9001","9023","NA","GLAB/PB/L9","GENERAL WARD","No Visible Damage","False","True","",""
"9002","9024","NA","GLAB/MSCP/L8","GENERAL WARD","No Visible Damage","True","False","",""
"9003","9025","NA","BB/BCM/J12","BLOOD BANK","No Visible Damage","True","False","",""
"9004","9026","NA","BB/WB/J23","BLOOD BANK","No Visible Damage","False","True","",""
"9005","9027","NA","GLAB/LAF/L7","GENERAL WARD","No Visible Damage","True","False","",""
"9006","9028","NA","BB/ACLV/J20","BLOOD BANK","No Visible Damage","False","True","",""
"9007","9029","IHC-1055","BB/BBREF/J14","BLOOD BANK","No Visible Damage","False","True","",""
"9008","9030","C07133418","CCU/IP/Z9","CCU","No Visible Damage","True","True","",""
"9009","9031","SEW13380121HA","CLAB/MPM/X12","CATH LAB","No Visible Damage","True","True","",""
"9010","9032","NA","CLAB/DEFIB/X3","CATH LAB","No Visible Damage","True","True","",""
"9011","9033","13850W","CLAB/IABP/X4","CATH LAB","No Visible Damage","True","True","",""
"9012","9034","NA","MOT/BOYLES/I61","MOT","No Visible Damage","False","True","",""
"9013","9035","NA","CLAB/REF/X19","CATH LAB","No Visible Damage","False","True","",""
"9014","9036","NA","NA","CATH LAB","No Visible Damage","False","True","",""
"9015","9037","2K80603031X/HF","NICU/X-RAY/K73","NICU","No Visible Damage","True","False","",""
"9016","9038","NA","TMT/TMT/Y2","TMT-ECHO","No Visible Damage","True","False","",""
"9017","9039","NA","TMT/MAC5500/Y3","TMT-ECHO","No Visible Damage","True","False","",""
"9018","9040","BYML476509","TMT/DEFIB/Y4","TMT-ECHO","No Visible Damage","True","True","",""
"9019","9041","1328-0211","BB/HAO/J11","BLOOD BANK","No Visible Damage","False","True","",""
"9020","9042","INC094500","BB/REF/J15","BLOOD BANK","No Visible Damage","False","True","",""
"9021","9043","01020781","NA","BLOOD BANK","No Visible Damage","False","True","",""
"9022","9044","7072US6","TMT/ECHO/Y1","TMT-ECHO","No Visible Damage","True","False","",""
"9023","9045","ASDE-0118","ICU/VENT/G2","ICU","No Visible Damage","True","True","",""
"9024","9046","00072015","CLTY/FPO/E5","CASUALITY","No Visible Damage","False","True","",""
"9025","9047","ABMC2M1101","CLTY/DEFIB/E1","CASUALITY","No Visible Damage","True","True","",""
"9026","9048","DOTA5G2128","CLTY/ECG/E7","CASUALITY","No Visible Damage","True","True","",""
"9027","9049","DUTB3C1922","X-RAY/ECG/C4","X-RAY","No Visible Damage","True","True","",""
"9028","9050","NA","LBR/HRW/B20","LABOUR ROOM","No Visible Damage","True","True","",""
"9029","9051","J11068","LBR/SUCAPP/B8","LABOUR ROOM","No Visible Damage","False","True","",""
"9030","9052","INC10B315979","LBR/REF/B4","LABOUR ROOM","No Visible Damage","False","True","",""
"9031","9053","NA","NA","LABOUR ROOM","No Visible Damage","False","True","",""
"9032","9054","01020778","NA","LABOUR ROOM","No Visible Damage","False","True","",""
"9033","9055","NA","LBR/CPS/B16","LABOUR ROOM","No Visible Damage","True","False","",""
"9034","9056","SAS12369277PA","LBR/CTG/B1","LABOUR ROOM","No Visible Damage","True","False","",""
"9035","9057","SAS12369283PA","LBR/CTG/B2","LABOUR ROOM","No Visible Damage","True","False","",""
"9036","9058","C07133418","CCU/IP/Z7","CCU","No Visible Damage","True","True","",""
"9037","9059","NA","LBR/ACLV/B17","LABOUR ROOM","No Visible Damage","False","True","",""
"9038","9060","NA","PHY-S/REF/A1","PHARMACY STORE","No Visible Damage","False","True","",""
"9039","9061","NA","PHY-S/REF/A2","PHARMACY STORE","No Visible Damage","False","True","",""
"9040","9062","NA","BB/CFUG/J3","BLOOD BANK","No Visible Damage","False","True","",""
"9041","9063","NA","BB/ER/J21","BLOOD BANK","No Visible Damage","True","False","",""
"9042","9064","07019052","BB/MSCP/J7","BLOOD BANK","No Visible Damage","True","False","",""
"9043","9065","NA","BB/RS/J1","BLOOD BANK","No Visible Damage","True","False","",""
"9044","9066","NA","BB/CM/J8","BLOOD BANK","No Visible Damage","True","False","",""
"9045","9067","NA","BB/TS/J6","BLOOD BANK","No Visible Damage","True","False","",""
"9046","9068","03440","LAB/PEB/D15","LAB","No Visible Damage","True","False","",""
"9047","9069","NA","BB/BCM/J17","BLOOD BANK","No Visible Damage","True","False","",""
"9048","9070","SGF13378917WA","CCU/MPM/Z6","CCU","No Visible Damage","True","True","",""
"9049","9071","ASFB-0059","CCU/VENTI/Z20","CCU","No Visible Damage","False","True","",""
"9050","9072","SGF13388947WA","CCU/MPM/Z5","CCU","No Visible Damage","True","True","",""
"9051","9073","TX10130630","CCU/SP/Z13","CCU","No Visible Damage","True","True","",""
"9052","9074","TX10130633","CCU/SP/Z11","CCU","No Visible Damage","True","True","",""
"9053","9075","TX10130634","CCU/SP/Z15","CCU","No Visible Damage","True","True","",""
"9054","9076","NA","PHY-S/REF/A3","PHARMACY STORE","No Visible Damage","False","True","",""
"9055","9077","TX10130639","CCU/SP/Z17","CCU","No Visible Damage","True","True","",""
"9056","9078","CO4133313","CCU/IP/Z9","CCU","No Visible Damage","True","True","",""
"9057","9079","NA","OT3/BOYLES/I53","OT-3","No Visible Damage","False","True","",""
"9058","9080","C103N4618","NA","OT-4","No Visible Damage","True","True","",""
"9059","9081","NA","OT4/SUCAPP/I47","OT-4","No Visible Damage","False","True","",""
"9060","9082","NA","OT2/SDTY/I 23","OT-2","Damage","True","True","",""
"9061","9083","NA","OT4/OT LIGHT/I 45","OT-4","No Visible Damage","False","True","",""
"9062","9084","NA","OT4/OTLIGHT/I 45","OT-4","No Visible Damage","True","True","",""
"9063","9085","NA","OT3/OTLIGHT/I 30","OT-3","No Visible Damage","False","True","",""
"9064","9086","NA","PHY-S/REF/A4","PHARMACY STORE","No Visible Damage","False","True","",""
"9065","9087","NA","OT2/BOYLES/I 24","OT-2","No Visible Damage","False","True","",""
"9066","9088","NA","PHY-S/REF/A5","PHARMACY STORE","No Visible Damage","False","True","",""
"9067","9089","NA","NA","PHARMACY STORE","No Visible Damage","False","True","",""
"9068","9090","NA","NA","PHARMACY STORE","No Visible Damage","False","True","",""
"9069","9091","NA","OT3/OD/I 34","OT 3","No Visible Damage","True","False","",""
"9070","9092","NA","GS/REF/A6","GENERAL STORE","No Visible Damage","False","True","",""
"9071","9093","2001-418","OT3/IT/ I 43","OT-3","No Visible Damage","True","False","",""
"9072","9094","NA","OT3/OD/I 35","OT-3","No Visible Damage","True","False","",""
"9073","9095","NA","GS/REF/A7","GENERAL STORE","No Visible Damage","False","True","",""
"9074","9096","V03N4618","OT3/BSM/I 37","OT-3","No Visible Damage","True","True","",""
"9075","9097","NA","OT2/ENDSCP/I 21","OT-2","No Visible Damage","True","False","",""
"9076","9098","NA","PHY/REF/A8","PHARMACY","No Visible Damage","False","True","",""
"9077","9099","NA","PHY-1/REF/A8","PHARMACY Ist FLOOR","Damage","False","True","",""
"9078","9100","8800121228644","OT1/LLS/I 6","OT1","No Visible Damage","True","False","",""
"9079","9101","NA","OT2/ENDSCP/I 20","OT-2","No Visible Damage","True","False","",""
"9080","9102","NA","OT3/UCAPP/I 32","OT-3","No Visible Damage","False","True","",""
"9081","9103","NA","OT3/AV/I 38","OT-3","No Visible Damage","False","True","",""
"9082","9104","3005","OT4/BOYLES/I 48","OT-4","No Visible Damage","False","True","",""
"9083","9105","NA","OT5/MSCP/I 55","OT-5","No Visible Damage","True","False","",""
"9084","9106","NA","OT5/BC/I 56","OT-5","No Visible Damage","True","True","",""
"9085","9107","2710107040","OT5/BC/I 57","OT-5","No Visible Damage","True","True","",""
"9086","9108","S00P8551","NICU/BSM/K 66","NICU","No Visible Damage","True","True","",""
"9087","9109","NA","MOT/BOYLES/I 61","MINOR OT","No Visible Damage","False","True","",""
"9088","9110","NA","OT2/LBLS/I 17","OT-2","No Visible Damage","True","False","",""
"9089","9111","NA","MOT/SDTY/I 67","MINOR OT","No Visible Damage","True","True","",""
"9090","9112","NA","MOT/MSCP/I 63","MINOR OT","No Visible Damage","True","False","",""
"9091","9113","A133B5141","OT1/MPM/I 9","OT-1","No Visible Damage","True","True","",""
"9092","9114","ME11110245","OT1/AM/I 10","OT-1","No Visible Damage","True","True","",""
"9093","9115","NA","OT1/OT LIGHT/I 11","OT-1","No Visible Damage","False","True","",""
"9094","9116","T20120013","OT1/IRR/I 3","OT-1","No Visible Damage","True","True","",""
"9095","9117","GG1839","OT1/ENDCP/I 1","OT-1","No Visible Damage","True","False","",""
"9096","9118","ALG-0803294","OT1/SDTY/I 8","OT 1","No Visible Damage","True","True","",""
"9097","9119","1111409811","NA","OT 1","No Visible Damage","True","False","",""
"9098","9120","NA","NA","OT 1","No Visible Damage","True","False","",""
"9099","9121","NA","NA","OT-1","No Visible Damage","True","False","",""
"9100","9122","BENC09100L30/004","OT2/CO2INS/I 9","OT-2","No Visible Damage","False","True","",""
"9101","9123","NA","OT1/SUCAPP/I 4","OT 1","No Visible Damage","False","True","",""
"9102","9124","A13SB5289","OT2/BSM/I 26","OT-2","No Visible Damage","True","True","",""
"9103","9125","ME13040176","OT2/AV/ I 21","OT-2","No Visible Damage","True","True","",""
"9104","9126","NA","OT2/OT LIGHT/I 15","OT 2","No Visible Damage","False","True","",""
"9105","9127","NA","OT2/MSCP/I 28","OT 2","No Visible Damage","True","False","",""
"9106","9128","NA","NA","OT 2","No Visible Damage","False","True","",""
"9107","9129","NA","NA","OT 2","No Visible Damage","False","True","",""
"9108","9130","NA","OT2/SUCAPP/I 27","OT-2","No Visible Damage","False","True","",""
"9109","9131","E13CAO840","OT2/SDTY/I 10","OT 2","No Visible Damage","True","True","",""
"9110","9132","NA","OT2/LS2/I 70","OT 2","No Visible Damage","True","False","",""
"9111","9133","1100119982","OT2/LS/I 22","OT-2","No Visible Damage","True","False","",""
"9112","9134","IG9059-B","OT2/ELEDOR","OT-2","No Visible Damage","True","False","",""
"9113","9135","08F001094","OT1/HDCAM/ I 2","OT-1","No Visible Damage","True","False","",""
"9114","9136","NA","OT2/TBL/I 14","OT 2","No Visible Damage","True","False","",""
"9115","9137","NA","OT1/TBL/I 13","OT 1","No Visible Damage","True","False","",""
"9116","9138","NA","PHY/REF/A10","PHARMACY","No Visible Damage","False","True","",""
"9117","9139","NA","NA","PHARMACY","No Visible Damage","False","True","",""
"9118","9140","NA","1FD/REF/A11","PHARMACY","No Visible Damage","False","True","",""
"9119","9141","NA","1FR/REF/A12","PHARMACY","No Visible Damage","False","True","",""
"9120","9142","NA","2FD1/REF/A13","DUTY ROOM IInd FLOOR","No Visible Damage","False","True","",""
"9121","9143","NA","NA","DUTY ROOM IInd FLOOR","No Visible Damage","False","True","",""
"9122","9144","NA","3FD1/REF/A14","DUTY ROOM IIIrd FLOOR","No Visible Damage","False","True","",""
"9123","9145","13150498","NA","DUTY ROOM IIIrd FLOOR","No Visible Damage","False","True","",""
"9124","9146","NA","4FD1/REF/A15","DUTY ROOM IVth FLOOR","No Visible Damage","False","True","",""
"9125","9147","NA","4FD2/REF/A16","DUTY ROOM IVth FLOOR","No Visible Damage","False","True","",""
"9126","9148","NA","NA","CIMAR PHARMACY","No Visible Damage","False","True","",""
"9127","9149","NA","CPHY/REF/A18","CIMAR PHARMACY","No Visible Damage","False","True","",""
"9128","9150","NA","6FD1/REF/A19","DUTY ROOM 6TH","No Visible Damage","False","True","",""
"9129","9151","NA","7FD1/REF/A20","DUTY ROOM 7TH","No Visible Damage","False","True","",""
"9130","9152","NA","NA","DUTY ROOM 7TH","No Visible Damage","False","True","",""
"9131","9153","NA","SJBPHY/REF/21","SJB PHARMACY","No Visible Damage","False","True","",""
"9132","9154","11213042","NA","SJB PHARMACY","No Visible Damage","False","True","",""
"9133","9155","NA","SJBDR/REF/22","SJB DUTY ROOM","No Visible Damage","False","True","",""
"9134","9156","11213041","NA","SJB DUTY ROOM","No Visible Damage","False","True","",""
"9135","9157","BM/LED/05/1516/072","SJB/PTY/2","SJB","No Visible Damage","True","False","",""
"9136","9158","PT4101/0215/66","SJB/PTY/1","SJB","No Visible Damage","True","False","",""
"9137","9159","1286-13","ENDO/HRANLYSR/L2","ENDOCRINOLOGY","No Visible Damage","True","False","",""
"9138","9160","NA","ENDO/HRANLYSR/L1","ENDOCRINOLOGY","No Visible Damage","True","False","",""
"9139","9161","E10N1Z0012","IVFOT/MPM/L4","IVFOT","No Visible Damage","True","True","",""
"9140","9162","NA","IVFOT/ASP/L1","IVFOT","No Visible Damage","False","True","",""
"9141","9163","NA","IVFOT/BOYLES/L2","IVFOT","No Visible Damage","False","True","",""
"9142","9164","NA","IVFOT/SUCCAPP/L5","IVFOT","No Visible Damage","False","True","",""
"9143","9165","AC895257","IVFOT/VACC/L6","IVFOT","No Visible Damage","False","True","",""
"9144","9166","NA","IVFOT/SPLGHT/L7","IVFOT","No Visible Damage","False","True","",""
"9145","9167","NA","NA","IVFOT","No Visible Damage","False","True","",""
"9146","9168","83037861126011","NA","IVFOT","No Visible Damage","True","False","",""
"9147","9169","NA","IVFOT/SUCCAPP/L9","IVFOT","No Visible Damage","False","True","",""
"9148","9170","50151087","NICU/BSM/K67","NICU","No Visible Damage","True","True","",""
"9149","9171","NA","IVFOT/IVFWS/L10","IVFOT","No Visible Damage","True","False","",""
"9150","9172","NA","IVFOT/REFCFUG/L11","IVFOT","No Visible Damage","False","True","",""
"9151","9173","NA","OT/ACLV/I68","OT","No Visible Damage","False","True","",""
"9152","9174","TX10130631","CCU/SP/Z16","CCU","No Visible Damage","True","True","",""
"9153","9175","NA","OT/ACLV/I66","OT","No Visible Damage","False","True","",""
"9154","9176","0702212003323","NICU/BC/K41","NICU","No Visible Damage","True","True","",""
"9155","9177","130122167261","NICU/BC/K42","NICU","No Visible Damage","True","True","",""
"9156","9178","07021200326","NICU/BC/K44","NICU","No Visible Damage","True","True","",""
"9157","9179","130122167231","NICU/BC/K43","NICU","No Visible Damage","True","True","",""
"9158","9180","130113171769","NICU/BC/K45","NICU","No Visible Damage","True","True","",""
"9159","9181","CN3GBBAS00353","MHIND/BME/LDR-00027","LDR","No Visible Damage","True","True","",""
"9160","9182","64642","MHIND/BME/LDR-200068","LDR","No Visible Damage","True","True","",""
"9161","9183","DE53016489","MHIND/BME/LDR-100038","LDR","No Visible Damage","True","False","",""
"9162","9184","30433","MHIND/BME/LDR-100166","LDR","No Visible Damage","False","True","",""
"9163","9185","3HJ5826","MHIND/BME/LDR-00205","LDR","No Visible Damage","False","True","",""
"9164","9186","L044-LB-0004","MHIND/BME/LDR-100178","LDR","No Visible Damage","False","True","",""
"9165","9187","CN3GBBA300345","MHIND/BME/LDR-00025","LDR","No Visible Damage","True","True","",""
"9166","9188","DE53016475","MHIND/BME/LDR-00037","LDR","No Visible Damage","True","False","",""
"9167","9189","101107000595","MHIND/BME/LDR-200100","LDR","No Visible Damage","True","True","",""
"9168","9190","CN3GBBA500352","MHIND/BME/LDR-200026","LDR","No Visible Damage","True","True","",""
"9169","9191","0L044-LB-0004","MHIND/BME/LDR-200179","LDR","No Visible Damage","False","True","",""
"9170","9192","NA","MHIND/BME/LDR-200142","LDR","No Visible Damage","False","True","",""
"9171","9193","NA","MHIND/BME/LDR-200167","LDR","No Visible Damage","False","True","",""
"9172","9194","101107000617","MHIND/BME/NICU-00101","NICU","No Visible Damage","True","True","",""
"9173","9195","10110700578","MHIND/BME/NICU-00097","NICU","No Visible Damage","True","True","",""
"9174","9196","NA","101107000580","NICU","No Visible Damage","True","True","",""
"9175","9197","CN3GBBA500361","MHIND/BME/NICU-00021","NICU","No Visible Damage","True","True","",""
"9176","9198","SCG10243860WA","MHIND/BME/NICU-00064","NICU","No Visible Damage","True","True","",""
"9177","9199","CN3GBBA500351","MHIND/BME/NICU-00030","NICU","No Visible Damage","True","True","",""
"9178","9200","NA","MHIND/BME/NICU-00082","NICU","No Visible Damage","True","False","",""
"9179","9201","55708","MHIND/BME/NICU-00177","NICU","No Visible Damage","True","True","",""
"9180","9202","NA","MHIND/BME/NICU-00095","NICU","No Visible Damage","True","True","",""
"9181","9203","101107000586","MHIND/BME/NICU-00098","NICU","No Visible Damage","True","True","",""
"9182","9204","CN3GBBAS00359","MHIND/BME/NICU-00022","NICU","No Visible Damage","True","True","",""
"9183","9205","CN3GBBAS00358","MHIND/BME/NICU-00020","NICU","No Visible Damage","True","True","",""
"9184","9206","CN3GBBAS00360","MHIND/BME/NICU-00023","NICU","No Visible Damage","True","True","",""
"9185","9207","120816153234","MHIND/BME/NICU-00221","NICU","No Visible Damage","False","True","",""
"9186","9208","NA","MHIND/BME/NICU-00054","NICU","No Visible Damage","False","True","",""
"9187","9209","154399","MHIND/BME/NICU-00070","NICU","No Visible Damage","True","True","",""
"9188","9210","173240","MHIND/BME/NICU-00154","NICU","No Visible Damage","True","True","",""
"9189","9211","153971","MHIND/BME/NICU-00071","NICU","No Visible Damage","True","True","",""
"9190","9212","154398","MHIND/BME/NICU-00078","NICU","No Visible Damage","True","True","",""
"9191","9213","64709","MHIND/BME/NICU-00067","NICU","No Visible Damage","True","True","",""
"9192","9214","NA","MHIND/BMEOPD-00160","OPD","No Visible Damage","False","True","",""
"9193","9215","NA","MHIND/BME/NICU-00206","NICU","No Visible Damage","False","True","",""
"9194","9216","NA","MHIND/BME/OPD-00216","OPD","No Visible Damage","False","True","",""
"9195","9217","NA","MHIND/BME/OPD-00207","OPD","No Visible Damage","False","True","",""
"9196","9218","NA","MHIND/BME/OPD-00161","OPD","No Visible Damage","False","True","",""
"9197","9219","NA","MHIND/BME/OPD-00226","OPD","No Visible Damage","True","True","",""
"9198","9220","NA","MHIND/BME/OPD-00156","OPD","No Visible Damage","False","True","",""
